date,category,QSame,number,linMean,linSD,lin95Low,lin95Hi
1916,Western,False,8.0,-8.50191725825,16.5780751747,-36.8089585055,24.1997752027
1916,Romance,False,11.0,26.5356227115,36.8714205172,-31.006968957,99.7496286985
1916,Comedy,False,26.0,-9.92419704112,10.1533835204,-28.5259057017,10.1780862922
1916,Drama,False,88.0,-5.24939746701,6.16761488994,-17.2127779635,6.81150811543
1917,Global,-1,42.0,60.3651493886,1.02437046221,57.5724763536,63.2934426419
1917,France,True,1.0,150.146246662,123.900158867,-21.231314397,390.173930992
1917,Germany,True,1.0,-1.14641581796,32.9779465506,-47.0783236891,63.7950127326
1917,USA,True,32.0,-3.01475345904,25.3922880044,-43.157157276,46.530382129
1917,Azerbaijan,False,1.0,110.700931611,100.475428311,-29.3759144077,307.203557392
1917,Sweden,False,1.0,22.4892719014,45.6092375838,-42.944740015,112.120631744
1917,UK,False,1.0,9.3214111698,35.2607749452,-42.8045452195,79.401524757
1917,Germany,False,2.0,15.8265633105,39.4475128933,-41.7419524941,95.6300334916
1917,Russia,False,2.0,62.1252148795,65.1724970013,-31.640223919,191.007215648
1917,USA,False,100.0,1.22857093488,8.45997147855,-14.4181540246,18.3107706843
1917,French,True,1.0,154.367673641,118.100931625,-21.1310543325,382.526631172
1917,German,True,1.0,-1.2853933616,33.1259194983,-47.2046564815,63.9853132667
1917,English,True,32.0,-6.24155174192,23.8165264356,-43.7241983367,40.3619441799
1917,Azerbaijani,False,1.0,330.107519744,214.456636556,24.0708666435,756.418361171
1917,Russian,False,1.0,-11.4144848708,26.0325342335,-49.7313237623,39.2402144334
1917,Swedish,False,1.0,21.5772678413,43.3815169923,-43.6088211183,108.028939098
1917,German,False,2.0,18.4887827403,39.0978535365,-40.72459625,96.0561294737
1917,English,False,101.0,2.69469912622,8.56773728473,-12.8219519699,19.9286074354
1917,Fantasy,True,1.0,7.44685792408,41.0833003222,-48.145421519,90.4992525717
1917,History,True,1.0,9.07792880252,41.8668759713,-47.4549744073,90.0356423644
1917,Horror,True,1.0,3.80447220501,35.3602218774,-46.3445528107,71.4073070557
1917,Mystery,True,1.0,16.2657323744,46.0750817672,-45.0181478777,106.617866377
1917,War,True,1.0,23.603709891,52.1855688316,-46.5755519755,122.572386774
1917,Adventure,True,2.0,121.503651494,84.8226508963,-6.06553109625,288.648967654
1917,Crime,True,3.0,13.1365962666,38.6537292392,-43.2953736445,89.3202388538
1917,Western,True,3.0,9.21163425796,34.2212608442,-39.1654645446,77.9687634124
1917,Romance,True,9.0,26.071198233,44.1211521822,-37.8530412711,111.741662584
1917,Comedy,True,10.0,3.02892418671,28.9769405041,-41.5780219062,59.6269254064
1917,Drama,True,24.0,13.6099147744,24.4983626577,-28.1053881652,62.2374258299
1917,Horror,False,1.0,24.7070160187,46.0981438737,-41.999444569,115.84825266
1917,Action,False,2.0,389.060407974,273.972180409,22.7064419288,920.438509216
1917,Biography,False,2.0,53.3364271547,65.9814333314,-38.1976701098,177.709045071
1917,War,False,2.0,-0.210869941068,34.4547797666,-47.9910995549,67.7807159676
1917,Crime,False,3.0,7.52764721951,37.0001292679,-45.5169921531,81.6119120175
1917,Family,False,3.0,4.03136800601,36.8355599039,-47.91336993,78.3567705248
1917,History,False,3.0,35.5268300297,50.1527580692,-39.9134621559,132.741996035
1917,Fantasy,False,4.0,25.793783272,41.3579261695,-36.5947548509,108.595016086
1917,Adventure,False,6.0,232.808460346,129.196880326,26.0672841233,481.571683341
1917,Mystery,False,7.0,-16.2483789392,14.5839237729,-40.4518005405,13.4635948567
1917,Romance,False,10.0,-4.71582507654,21.0812315856,-39.3038725725,36.8157492062
1917,Western,False,11.0,-11.3679748944,13.1889175834,-34.7934229289,14.8914374978
1917,Comedy,False,17.0,1.73393965481,18.7142894931,-29.6842063121,39.8546295943
1917,Drama,False,78.0,-10.9261608029,6.26474770814,-23.0218557654,1.37630054626
1918,Global,-1,48.0,62.1008768477,1.02252896928,59.4021546149,64.8273856511
1918,Australia,True,1.0,24.3302302745,44.502510037,-41.2856635669,111.754574075
1918,Norway,True,1.0,4.83597064882,36.3366841167,-48.0586106714,73.5652388597
1918,France,True,2.0,89.0464201609,75.5290770494,-21.1671257765,239.501305925
1918,Germany,True,2.0,0.949342003865,31.2446708178,-45.3730583965,63.0170913852
1918,USA,True,36.0,1.73900683995,25.1765553863,-39.4735731567,51.4528184135
1918,Austria,False,1.0,4.64223851925,34.1441676155,-47.6287453473,71.1245536002
1918,Spain,False,1.0,149.891254683,115.609228136,-9.09216132159,380.061096042
1918,Sweden,False,1.0,8.82474293881,37.3846722122,-48.0492377773,79.3973110466
1918,Italy,False,2.0,21.6948462212,39.2193691178,-37.5685047047,100.151680528
1918,UK,False,3.0,0.704807940117,24.4087758833,-38.4755651111,49.3346446001
1918,Germany,False,5.0,30.0971680276,40.8187293087,-31.5575140432,111.085615635
1918,USA,False,81.0,-1.15314966363,10.5534054752,-20.41582033,20.0912183933
1918,Norwegian,True,1.0,4.18788228807,36.1621525577,-47.2981748125,74.9865182077
1918,French,True,2.0,75.921273144,67.1758297052,-25.1007929517,212.293371141
1918,German,True,2.0,-0.46986340793,32.1238558251,-47.7460622915,61.9110330582
1918,English,True,37.0,20.4372638442,33.4799232062,-32.6720925019,88.4597352328
1918,Spanish,False,1.0,147.829711602,111.071352904,-13.3961171846,369.558008622
1918,Swedish,False,1.0,9.71306581226,36.8366777339,-43.5271235104,80.2808465551
1918,Italian,False,2.0,22.3834370507,40.9042801941,-39.5953081616,98.3585604161
1918,German,False,6.0,19.6211526263,34.3766883295,-34.3796074588,87.3968034236
1918,English,False,84.0,-7.06708239295,9.7450615249,-25.0182433116,12.3681647727
1918,Family,True,1.0,5.99100850435,40.166954101,-49.5160143618,83.0624249598
1918,Fantasy,True,1.0,4.37680533376,40.3518042428,-51.0872540335,84.4822007323
1918,Horror,True,1.0,-2.21492308199,33.9413603785,-51.5885120956,64.829068237
1918,Mystery,True,2.0,-5.50383667205,25.8194165062,-44.7007941239,46.9371539627
1918,War,True,3.0,25.1578966879,45.498175962,-41.2545151261,114.179707848
1918,Action,True,4.0,201.521949923,146.866933955,-2.02306114915,484.079434339
1918,Adventure,True,4.0,189.217627341,127.948020079,-5.82980411756,443.200785957
1918,Western,True,5.0,-12.4723973,17.3227664895,-41.3282791655,21.8527121255
1918,Comedy,True,10.0,-24.4560363625,14.8247789536,-48.1369934955,4.37084297797
1918,Romance,True,12.0,-15.7280359533,19.8301273897,-47.5907336227,22.8262247906
1918,Drama,True,25.0,-5.9400129529,14.8100032555,-32.2693051087,23.6949356025
1918,Biography,False,1.0,17.2824036239,43.757327107,-45.8395144609,105.209358494
1918,Family,False,1.0,13.2689998616,45.5995982677,-48.243232772,104.166526149
1918,History,False,1.0,9.68667206859,41.3633179637,-48.3806652247,93.3146835847
1918,Sci-Fi,False,1.0,9.80649363575,42.8531509388,-49.8971563375,96.3560609282
1918,Sport,False,1.0,20.342732841,45.9044374367,-45.3506244589,107.731223911
1918,Crime,False,2.0,4.02326952221,36.4371785476,-47.8254285112,74.2398133595
1918,Fantasy,False,2.0,26.1574907302,40.7895845114,-36.6890512016,105.361957003
1918,Horror,False,2.0,15.6944922898,39.3199952173,-41.374208751,95.0905973497
1918,Action,False,3.0,88.9519765507,81.5284547969,-24.5268750321,242.682535477
1918,Mystery,False,3.0,-13.3830772905,17.2851842878,-42.7405519402,21.2939835146
1918,Adventure,False,5.0,69.7503272201,53.7326671501,-18.0541890741,175.956313769
1918,War,False,6.0,33.1419590903,42.9107969538,-32.8558026211,116.557976689
1918,Western,False,8.0,-8.18289201676,16.79892158,-36.381876448,25.0647546384
1918,Romance,False,9.0,14.738339023,27.8994011551,-31.3763391961,69.9889042984
1918,Comedy,False,26.0,-9.28314084604,10.6385393689,-28.8713511548,11.6520533973
1918,Drama,False,60.0,2.56914440421,9.09326496983,-14.6321812087,20.5874095437
1919,Global,-1,45.0,65.7477251918,1.03067360886,61.9520514197,69.7478621185
1919,Australia,True,1.0,31.8676711879,52.5443906455,-44.6581454829,132.394865869
1919,Mexico,True,1.0,33.8094566353,55.4671186825,-45.2409789756,141.654142858
1919,Norway,True,1.0,16.0256674122,45.5536805653,-49.3594263145,103.473934075
1919,Portugal,True,1.0,13.2205002821,41.7995369813,-48.8019927786,97.4186661079
1919,Sweden,True,1.0,37.7852199744,56.6617223718,-43.6295246012,147.463593624
1919,France,True,2.0,23.2494351679,46.7010155841,-44.7135030877,116.542095998
1919,Germany,True,2.0,20.4212087876,44.5571084702,-45.5011986391,108.485380324
1919,USA,True,16.0,-8.56795636021,25.4136093829,-47.0381696677,42.7582731554
1919,Austria,False,1.0,12.6756293317,45.1296938122,-49.8815754974,97.7839165618
1919,UK,False,1.0,-12.0208720841,28.2099502349,-53.6761975963,44.2260438138
1919,Germany,False,4.0,13.2220520482,36.4117410685,-43.9368484973,85.1844098722
1919,USA,False,88.0,1.6922400244,5.66067133328,-9.14878820257,12.945904337
1919,Norwegian,True,1.0,15.0398207805,44.290431767,-49.4260489983,101.228781483
1919,Portuguese,True,1.0,11.2337124684,43.9697524225,-50.0709281842,96.598594083
1919,Spanish,True,1.0,36.7139223102,56.2782722549,-44.3545540052,148.899374462
1919,Swedish,True,1.0,38.7345397827,56.9136216156,-44.4015489707,148.998932947
1919,French,True,2.0,20.6799368659,45.4916494637,-44.5760683248,110.384706996
1919,German,True,2.0,18.9378883195,44.5401464799,-47.3091313593,105.404698023
1919,English,True,17.0,7.14852853128,30.9912930991,-42.3922306499,67.4284387233
1919,German,False,5.0,16.7573702929,37.0991590065,-39.7132191267,93.0822185542
1919,English,False,89.0,-1.44609797899,5.49120667281,-11.9851620452,9.17463609244
1919,History,True,1.0,29.4324061014,58.3318959854,-47.3825129773,144.074958114
1919,Horror,True,1.0,36.7883476397,62.3938093685,-46.4072637624,161.457091967
1919,Western,True,1.0,0.294818380127,36.2777668195,-51.5660881682,71.8717082475
1919,Action,True,2.0,38.2199539144,59.520195965,-44.906617516,155.056096334
1919,Comedy,True,2.0,3.48578715986,37.4097499825,-49.4491534833,75.7698855541
1919,War,True,2.0,35.1282440717,63.3666860932,-47.0736265218,155.129817124
1919,Adventure,True,3.0,25.0925234317,50.3206233194,-48.0519756592,123.971839338
1919,Crime,True,4.0,19.6369051905,46.9091340217,-47.3648550272,109.485560065
1919,Romance,True,7.0,61.9060587099,66.4522828768,-34.9136041149,195.569370631
1919,Drama,True,21.0,32.9861481911,38.0809685372,-30.2141554566,109.127773726
1919,Biography,False,1.0,23.7994405805,55.8420617701,-50.1696380014,130.50589191
1919,History,False,1.0,31.9027309299,57.4025279187,-46.7121638779,145.934030649
1919,Horror,False,2.0,55.0687286034,67.988593504,-38.6876984942,190.823530733
1919,Sport,False,2.0,7.36940436886,43.7441214683,-51.2771956436,91.8452872419
1919,Thriller,False,2.0,52.6113337986,70.1707551596,-46.0047584327,192.037491732
1919,Action,False,4.0,86.0407702381,90.0394621732,-37.3703238093,262.3382817
1919,Mystery,False,4.0,81.0201303387,86.5673367364,-38.3468450921,249.301409706
1919,War,False,4.0,33.5861349959,51.5382906844,-42.8896426733,133.179110216
1919,Crime,False,7.0,15.4684464549,40.7368317055,-45.1760860566,94.4219081293
1919,Adventure,False,12.0,42.6660916336,42.6826280401,-27.4412572186,127.225735161
1919,Romance,False,15.0,20.0323846165,33.2955334146,-33.8738774998,85.3364758014
1919,Western,False,16.0,-10.836800543,14.5783424415,-36.8760404437,18.0071804294
1919,Comedy,False,26.0,-22.9724252788,10.1372742568,-41.1179845241,-2.52137785712
1919,Drama,False,58.0,-14.7425042003,8.32170906948,-30.1862402864,1.88965801057
1920,Global,-1,41.0,60.8167423817,1.02089157296,58.3754056539,63.3122261767
1920,Austria,True,1.0,7.01504077192,34.2668282879,-43.6769586545,76.2489309767
1920,Netherlands,True,1.0,27.9585672768,47.9953400154,-40.8459302694,120.138102761
1920,Sweden,True,1.0,50.1593533977,56.3750906311,-33.1740593778,163.065097511
1920,UK,True,1.0,5.16664733028,34.819174948,-45.1692922343,69.1796041821
1920,Germany,True,3.0,22.0107978945,39.3566603403,-37.2904301509,98.9923740253
1920,France,True,4.0,12.1837429298,35.6641068222,-42.7371723825,83.5912300385
1920,USA,True,25.0,10.4128668471,30.7665406035,-37.6805935523,70.9388534717
1920,Austria,False,1.0,12.8840448668,38.0530642941,-42.6129451558,88.2131283818
1920,Poland,False,1.0,1.58740889406,31.9078516873,-45.5580808721,65.4326744468
1920,UK,False,2.0,15.0600861321,37.3786262168,-40.7202143885,88.5104496175
1920,Germany,False,4.0,17.2706021195,37.9181653824,-38.7649781218,93.1015297159
1920,USA,False,124.0,-1.80256307789,5.28206381552,-11.9404827151,8.85209333364
1920,Dutch,True,1.0,25.3308906507,46.4223925286,-42.9722460914,116.148901253
1920,Swedish,True,1.0,43.4994328782,54.2717051615,-36.0192927417,152.195141257
1920,French,True,4.0,13.8068987968,37.365519073,-41.6434941414,87.4075404298
1920,German,True,4.0,21.6523105407,35.7047553929,-36.4577574793,91.9994100895
1920,English,True,26.0,9.08447043032,30.3403886956,-38.9182578241,69.0396341893
1920,Polish,False,1.0,3.01460689685,36.0757706821,-48.7085642728,72.4354814147
1920,German,False,5.0,26.0635149686,39.4718923076,-34.3697411789,101.707863683
1920,English,False,125.0,-1.86741760496,5.5914832253,-12.3810313114,9.3444150167
1920,Horror,True,1.0,49.683442374,58.2277139492,-34.2339180976,163.041092552
1920,Adventure,True,2.0,14.0264220815,45.8364938332,-46.2742244637,100.041332759
1920,Crime,True,2.0,25.5163534686,46.9629551459,-42.1142009788,119.245830346
1920,Romance,True,4.0,37.6793745878,53.8602377796,-38.9856056332,145.579674486
1920,Comedy,True,8.0,-22.8498902363,14.6578339873,-46.9595984383,6.6788780728
1920,Western,True,8.0,39.5683044976,36.3729365288,-21.8274132741,110.601044234
1920,Drama,True,20.0,8.55999711006,21.6037763938,-28.2602712884,51.6685356747
1920,Action,False,1.0,5.4467367192,41.5913607271,-50.9810835705,83.7981016063
1920,Biography,False,1.0,17.5462971501,48.125415051,-46.8908301091,111.588861197
1920,Thriller,False,1.0,25.5086467609,55.5605525352,-47.5875931891,131.520300643
1920,War,False,1.0,1.36659381074,33.8165011756,-47.6308426465,67.0954584493
1920,Sci-Fi,False,2.0,7.29609231885,39.4134176311,-48.1119487717,84.5421567075
1920,Sport,False,2.0,9.20988099193,40.9193318138,-47.1328863581,91.1882960839
1920,Crime,False,5.0,32.5056402731,47.2191847892,-36.9972228014,123.349886207
1920,Horror,False,6.0,9.94220733767,31.0641914611,-39.4160683452,71.3537957492
1920,Mystery,False,7.0,11.2746827321,24.2060638293,-30.0935890949,59.8550143899
1920,Western,False,7.0,-13.7457093788,14.114868989,-38.5637278441,14.5904531913
1920,Adventure,False,8.0,16.6550463826,22.8618935965,-22.2731563431,62.6314133591
1920,Romance,False,13.0,-9.24048472788,19.4135718142,-40.737574996,30.4379506609
1920,Comedy,False,40.0,-11.8961173566,7.57945144694,-25.9747175569,3.55322905831
1920,Drama,False,85.0,5.22898508966,6.63743923321,-7.12514398049,18.6267650392
1921,Global,-1,54.0,66.2216888217,1.02252329526,63.4235057817,69.2075878325
1921,Belgium,True,1.0,23.426310419,53.8315966368,-49.0730531147,130.30846468
1921,Denmark,True,1.0,15.8692453213,44.4725512036,-47.5236693932,102.021887229
1921,Georgia,True,1.0,-7.96068597264,29.1596062494,-49.878534929,52.1359316096
1921,Sweden,True,1.0,30.4559516013,49.148931304,-42.6929757529,123.915650025
1921,UK,True,1.0,37.2274680619,54.0638040137,-39.8242725611,142.591803688
1921,France,True,4.0,106.88946941,81.4615342225,-18.4811938605,267.942984528
1921,Germany,True,5.0,-0.505817977727,28.5557539927,-46.3188849155,55.0256047089
1921,USA,True,25.0,-5.55293686352,24.5744831714,-43.4736112655,45.7429248678
1921,Austria,False,1.0,-3.45410313417,32.0864467952,-49.6471407358,56.5478030138
1921,Czechoslovakia,False,1.0,9.69754869255,40.7840995822,-49.7763850868,90.4161956919
1921,Italy,False,1.0,13.8371613997,41.9990943293,-47.4875464696,94.6206787698
1921,Japan,False,1.0,33.4965552858,48.8409207113,-41.4167543902,129.562523197
1921,Poland,False,1.0,-4.73448281618,30.8255202629,-50.0272429017,57.0450178376
1921,UK,False,2.0,-14.8170249815,20.1843899392,-47.7279997996,25.6708651172
1921,Germany,False,8.0,27.9457329116,39.0205655867,-33.5054947115,107.269564737
1921,USA,False,68.0,-0.204152402516,10.3747079417,-19.0315681126,20.9054977815
1921,Danish,True,1.0,11.57301883,40.7266117516,-49.2384140077,92.1404893847
1921,Georgian,True,1.0,-5.68815175373,30.7298151426,-50.704947393,55.2327636508
1921,Swedish,True,1.0,27.4359951778,48.9816280681,-43.4360107157,122.918042472
1921,French,True,4.0,145.820903018,92.329035197,0.138806412928,330.246762466
1921,German,True,5.0,-1.86930961549,29.0200922742,-45.9571628106,55.6083438548
1921,English,True,26.0,26.5855758231,39.805282899,-34.4268472462,102.242692447
1921,Italian,False,1.0,13.5945643169,40.052604129,-44.716514317,90.2958928269
1921,Japanese,False,1.0,32.2106783287,50.923919288,-41.7571235417,128.560451379
1921,Polish,False,1.0,-5.67520642893,30.5328912111,-50.9117772019,56.7318390254
1921,Slovak,False,1.0,10.9992594487,41.5730380485,-48.8731402689,94.0599160618
1921,German,False,9.0,15.5675230656,32.9864834975,-38.4059326617,77.6919559441
1921,English,False,70.0,-9.55052746478,9.3293242893,-26.8678251761,8.70577998701
1921,History,True,1.0,83.3661987443,87.3214131212,-39.6539800727,253.853150802
1921,Horror,True,1.0,21.6817574638,52.5879374076,-51.6428102582,127.696360436
1921,Sci-Fi,True,1.0,19.6943448822,53.2906236095,-50.8196308586,125.013881922
1921,Thriller,True,1.0,63.2988904671,72.6146371176,-42.9326018325,207.475236049
1921,Action,True,2.0,-8.67557705374,34.0950029295,-54.300556383,58.5121739792
1921,Family,True,2.0,11.9255575816,45.6028927907,-51.8508072083,100.301201737
1921,Mystery,True,2.0,12.3309162554,37.2850265688,-43.7476422116,86.8400065404
1921,Adventure,True,3.0,23.9762550504,52.6992997194,-44.3996835279,121.719245006
1921,Western,True,3.0,-5.17059388373,25.7766389357,-45.6648093832,46.0704762799
1921,Romance,True,4.0,9.01412193212,41.4305436044,-47.6606526374,84.6371429129
1921,Fantasy,True,5.0,25.4079574642,41.690310791,-39.0504718093,108.352191248
1921,Comedy,True,7.0,-16.6837422785,17.1727331138,-45.7587817466,16.7456792522
1921,Drama,True,25.0,21.4321548671,23.0513125953,-18.514919415,67.8293172885
1921,Action,False,1.0,23.2744174742,53.9275183094,-48.8162330881,128.707413811
1921,History,False,1.0,13.7388725147,43.0264685695,-47.0487239865,99.9970431274
1921,Horror,False,1.0,9.19045065818,43.6511241586,-53.8835366456,94.0539103562
1921,War,False,1.0,2.97778574461,40.5108294995,-52.1060081118,86.7693708471
1921,Crime,False,2.0,23.2654111157,54.1020466968,-50.493051043,126.303037609
1921,Sci-Fi,False,2.0,12.2860441988,44.657186189,-50.1988246806,102.583941131
1921,Adventure,False,4.0,51.4660552498,48.8535297725,-25.6611747129,148.889342438
1921,Fantasy,False,4.0,57.9483601495,67.4454541703,-36.0381910838,191.19679774
1921,Mystery,False,4.0,6.54125747398,28.6406659402,-38.978134279,62.8746282282
1921,Western,False,9.0,-19.6407264545,10.8887569498,-39.4646092507,2.14304249731
1921,Romance,False,11.0,-0.255084541949,22.0582942847,-37.2033264195,43.6307744008
1921,Comedy,False,27.0,-8.83207729572,10.2195151118,-27.5480252439,12.1082625402
1921,Drama,False,42.0,-2.67091543097,9.16368682249,-20.2867102934,15.4347453632
1922,Global,-1,50.0,67.2409022833,1.02119950707,64.4772357031,70.018492052
1922,Bulgaria,True,1.0,5.55973009134,42.2007225018,-51.9770686882,83.8480597118
1922,Colombia,True,1.0,95.5621464078,90.6031426832,-27.9227822496,268.944012026
1922,Czechoslovakia,True,1.0,29.4355257034,57.3447846455,-49.6278915768,139.586027743
1922,Soviet Union,True,1.0,6.20213510763,37.8060912311,-49.5469379544,79.2989877485
1922,UK,True,2.0,22.3728818169,44.6387394781,-43.5941734,109.503541731
1922,Germany,True,3.0,54.7662546154,56.7299547632,-29.0217244774,173.962657626
1922,USA,True,32.0,-2.64224146773,24.8655012895,-43.6006361969,47.9893953026
1922,Brazil,False,1.0,2.29520037639,39.0774264766,-51.5607274649,78.1930506111
1922,Poland,False,1.0,34.0816210937,53.1026110573,-44.7110489567,135.696532083
1922,Soviet Union,False,1.0,-10.7546747307,29.0637345513,-55.3851730933,46.9708253672
1922,France,False,2.0,6.44485909679,35.3862330315,-48.2404340527,76.8151303365
1922,UK,False,3.0,21.4249114599,32.5961137369,-32.1645276545,86.25386471
1922,Germany,False,6.0,30.2949626234,43.1389547828,-37.1124223016,118.191161043
1922,USA,False,88.0,-0.385189161378,9.55070605693,-18.2636584324,19.2387068103
1922,Bulgarian,True,1.0,5.11238611238,40.3596704322,-50.5926160167,84.9742297258
1922,Czech,True,1.0,23.2478222527,48.3177124322,-48.2861762069,116.487629259
1922,Georgian,True,1.0,5.33087604092,37.1750243825,-51.5394198499,79.1634602103
1922,Spanish,True,1.0,92.7015335651,83.2260606251,-30.2265187133,260.963298026
1922,German,True,3.0,48.2900073264,54.3008611058,-36.7668970038,156.131664985
